clouds,datetime,dewpt,dhi,dni,ghi,pres,rh,slp,temp,wind_gust_spd,wind_spd,precip
18,01/01/2021,4.1,40,331,210,1025,56,1025,13.2,8,1.9,0
17,02/01/2021,7,40,331,211,1022,66,1022,14,6.4,1.4,0
90,03/01/2021,9.7,40,332,211,1021,74,1021,14.6,7.2,1.6,0
98,04/01/2021,9.4,41,332,212,1020,59,1021,17.7,6,1,0
100,05/01/2021,13.6,41,332,212,1020,76,1020,18.1,5.6,1,0
94,06/01/2021,12.5,41,333,213,1018,73,1019,17.5,5.6,1,0
100,07/01/2021,11.2,41,333,213,1019,84,1019,14,8.8,1.4,0
97,08/01/2021,4.2,41,334,214,1025,65,1025,10.7,10.8,2.6,0
94,09/01/2021,1.3,41,334,215,1024,53,1025,10.5,8,1.9,0
95,10/01/2021,0.7,41,335,216,1024,49,1024,11,7.6,2.1,0
98,11/01/2021,-0.8,41,335,216,1028,42,1028,12,13.2,2.5,0
75,12/01/2021,0.8,41,336,217,1025,41,1026,14.1,10.4,1.8,0
36,13/01/2021,6.3,41,336,218,1018,58,1019,15,6.8,1.4,0
45,14/01/2021,11.7,41,337,219,1017,79,1017,15.5,6.4,1.3,0
82,15/01/2021,14.2,41,337,220,1015,88,1015,16.3,5.6,1.2,0
89,16/01/2021,14.5,41,338,221,1015,81,1016,18.1,5.6,1.1,0
97,17/01/2021,10.9,41,338,222,1024,73,1024,15.9,14,2.4,1
39,18/01/2021,5,42,339,223,1024,53,1024,14.7,9.6,1.9,0
6,19/01/2021,9.8,42,340,224,1018,72,1019,15.5,7.2,1.4,0
74,20/01/2021,14.4,42,340,225,1016,85,1017,17.1,6,1.5,0
98,21/01/2021,16.2,42,341,226,1015,88,1015,18.3,3.6,1.1,0
70,22/01/2021,15.3,42,342,227,1015,80,1015,18.9,5.6,1.3,0
37,23/01/2021,15,42,342,228,1014,81,1014,18.7,6.4,1.3,0
41,24/01/2021,16.4,42,343,229,1013,81,1013,19.9,9.6,2.2,0
95,25/01/2021,18.5,42,344,230,1015,89,1015,20.4,8.8,1.9,0
86,26/01/2021,17.7,42,344,231,1016,87,1016,19.9,8.4,1.6,0
74,27/01/2021,16.7,42,345,232,1016,81,1016,20.3,7.2,1.8,0
97,28/01/2021,15.2,42,346,234,1020,81,1020,18.5,9.2,1.8,1
98,29/01/2021,13.2,43,347,235,1020,75,1021,17.8,6.4,1.5,0
92,30/01/2021,15.6,43,347,236,1019,87,1019,17.8,10,1.4,0
92,31/01/2021,17.2,43,348,237,1019,88,1019,19.3,9.2,1.4,0
70,01/02/2021,17.7,43,349,239,1018,84,1018,20.5,7.2,2,0
73,02/02/2021,17.5,43,350,240,1018,86,1019,20,7.6,1.7,0
72,03/02/2021,17.2,43,350,241,1019,83,1019,20.3,7.6,1.4,0
75,04/02/2021,17.8,43,351,243,1020,84,1020,20.6,6.8,1.2,0
62,05/02/2021,17.2,43,352,244,1018,83,1018,20.4,8,1.5,0
61,06/02/2021,16.5,43,353,246,1017,82,1017,19.8,6.4,1.1,0
65,07/02/2021,16.8,44,353,247,1016,78,1016,20.9,6.8,1.5,0
94,08/02/2021,17.8,44,354,248,1017,81,1017,21.3,8.4,1.6,0
88,09/02/2021,15.2,44,355,250,1016,94,1017,16.2,13.2,2.3,21
30,10/02/2021,14.3,44,356,251,1015,78,1015,18.5,9.6,1.4,0
51,11/02/2021,15,44,356,253,1016,83,1017,18.2,5.2,1.6,0
43,12/02/2021,15.1,44,357,254,1016,77,1016,19.6,5.6,1.5,0
59,13/02/2021,14.6,44,358,255,1016,77,1016,19.1,7.6,1.5,0
56,14/02/2021,15.6,44,359,257,1016,72,1016,21.2,5.2,1.2,0
81,15/02/2021,17.4,45,359,258,1013,81,1014,20.9,9.2,1.5,0
93,16/02/2021,17.9,45,360,260,1014,81,1015,21.4,8.8,1.3,0.5
90,17/02/2021,16.7,45,361,261,1019,81,1019,20.2,8.4,1.5,0
95,18/02/2021,15.2,45,362,263,1023,73,1023,20.3,8.8,1.1,0
79,19/02/2021,15.4,45,362,264,1022,72,1022,20.8,8,1.6,0
36,20/02/2021,15.4,45,363,266,1019,78,1019,19.9,7.6,1.3,0
39,21/02/2021,16.5,45,364,267,1016,81,1017,20.1,10.8,2.3,0
64,22/02/2021,18.4,45,365,269,1014,82,1015,21.7,8.4,1.5,0
63,23/02/2021,18.4,45,365,270,1014,81,1014,22,7.6,1.6,0
58,24/02/2021,18.8,46,366,271,1011,82,1011,22.2,11.6,2.4,0
92,25/02/2021,20.2,46,367,273,1007,85,1007,23,12.8,2.1,0
94,26/02/2021,20.6,46,367,274,1007,84,1007,23.6,8.4,1.8,0.5
89,27/02/2021,18.2,46,368,276,1011,89,1011,20,7.2,1.6,0
94,28/02/2021,18.2,46,369,277,1012,95,1012,19.1,6.4,1.1,3
92,01/03/2021,20.4,46,370,280,1014,96,1014,21,9.2,1.4,6
95,02/03/2021,15.4,46,370,282,1018,81,1018,18.9,8.4,1.5,0.5
97,03/03/2021,16.1,46,371,283,1018,91,1018,17.7,6,1.1,0.5
93,04/03/2021,16.5,46,372,284,1016,93,1016,17.8,4.4,1.4,0
90,05/03/2021,19.2,47,372,286,1012,94,1013,20.3,7.2,1.1,0
90,06/03/2021,20.9,47,373,287,1013,91,1013,22.4,7.2,1.5,0
85,07/03/2021,19,47,373,288,1016,82,1016,22.3,7.6,1.8,4
95,08/03/2021,20.1,47,374,290,1016,92,1016,21.5,8,1.6,0.5
94,09/03/2021,21.2,47,375,291,1016,90,1016,23.1,10.4,1.9,0.5
84,10/03/2021,21.1,47,375,292,1015,88,1016,23.4,11.6,2.5,0
90,11/03/2021,21.1,47,376,294,1017,88,1017,23.3,9.2,1.9,0
84,12/03/2021,21,47,376,295,1017,86,1017,23.6,8,1.5,0.5
78,13/03/2021,20.5,48,377,296,1016,87,1017,22.9,10,1.5,0
80,14/03/2021,20.4,48,378,298,1014,83,1014,23.6,7.6,1.6,0
81,15/03/2021,20.9,48,378,299,1011,84,1011,23.8,12,1.7,0.5
90,16/03/2021,21.8,48,379,300,1011,89,1011,23.7,10.8,1.7,0
90,17/03/2021,21.9,48,379,301,1010,88,1011,24,11.6,1.9,0
77,18/03/2021,22,48,380,302,1010,85,1010,24.7,10.8,2,0
68,19/03/2021,22.6,48,381,304,1009,89,1009,24.6,11.2,2.4,0
94,20/03/2021,23,48,381,305,1008,91,1008,24.6,10.8,2.2,0
97,21/03/2021,17.5,48,382,306,1014,83,1015,20.5,12.8,2.5,2
100,22/03/2021,9.9,49,382,307,1023,63,1024,17.1,10.4,2.2,0
91,23/03/2021,11.7,49,383,308,1020,63,1020,19,6.8,1.5,0
100,24/03/2021,16.3,49,384,309,1015,80,1016,19.9,6,1.1,0
95,25/03/2021,19.6,49,385,310,1013,93,1014,20.8,7.6,1.7,0
92,26/03/2021,21.6,49,386,312,1011,95,1011,22.5,13.2,1.5,1
93,27/03/2021,21.9,49,386,313,1009,93,1009,23.2,11.2,1.7,0
94,28/03/2021,22.2,49,388,314,1008,93,1008,23.4,10,1.3,0
90,29/03/2021,23,50,389,315,1004,91,1004,24.6,10,1.5,0
90,30/03/2021,23.7,50,390,316,1002,89,1002,25.6,9.6,1.5,0
78,31/03/2021,23.6,50,391,317,1001,87,1002,26.1,10.8,1.8,0
99,01/04/2021,23.8,50,392,318,1003,92,1004,25.2,9.6,1.6,0
86,02/04/2021,24.3,50,393,319,1006,96,1006,25,9.2,1.1,0
89,03/04/2021,23.9,50,393,320,1009,93,1010,25.2,9.2,1.7,0.5
73,04/04/2021,22.7,50,394,321,1012,87,1012,25.2,10,1.6,1
91,05/04/2021,21.2,50,395,322,1015,86,1015,23.7,9.6,1.7,0
74,06/04/2021,22.3,50,396,322,1015,87,1015,24.7,10.4,1.6,3.5
71,07/04/2021,22.4,51,397,323,1013,84,1013,25.5,8,1.4,0.5
69,08/04/2021,23.2,51,398,324,1011,87,1011,25.6,10,2.1,4.5
96,09/04/2021,19.8,51,399,325,1014,88,1014,22,8,1.9,0
91,10/04/2021,20.3,51,399,326,1015,94,1016,21.3,8,1.6,0
76,11/04/2021,22.4,51,400,327,1015,87,1015,24.8,9.2,1.5,0
65,12/04/2021,23.1,51,401,327,1013,85,1014,25.9,10,2,0
81,13/04/2021,23.5,51,402,328,1012,87,1012,25.9,10.8,2.1,0
76,14/04/2021,23.5,51,402,329,1010,84,1010,26.6,9.6,1.8,0
95,15/04/2021,24.1,51,403,330,1009,87,1009,26.4,11.2,1.8,0.5
61,16/04/2021,23.9,51,404,330,1010,83,1010,27.1,9.6,2.1,1
77,17/04/2021,22.5,51,404,331,1014,93,1014,23.8,7.2,1.6,7.5
88,18/04/2021,21.5,52,405,332,1012,92,1012,22.9,5.2,1.4,3
68,19/04/2021,23.3,52,405,332,1008,85,1008,26.1,9.6,2.2,2
68,20/04/2021,24.9,52,406,333,1007,86,1008,27.5,11.2,2.3,0.5
78,21/04/2021,24.7,52,406,334,1008,85,1009,27.6,12.4,2.5,0.5
63,22/04/2021,24.7,52,407,334,1008,85,1008,27.7,10.4,2.3,0
98,23/04/2021,25.2,52,407,335,1006,89,1006,27.1,11.2,2,0
96,24/04/2021,25.4,52,408,335,1006,88,1006,27.7,11.6,2.1,0
97,25/04/2021,25.9,52,408,336,1008,94,1008,27,10.4,1.9,1.5
93,26/04/2021,23.4,52,409,336,1009,95,1010,24.3,8,2,16
85,27/04/2021,21.7,52,409,337,1013,89,1013,23.7,9.2,2,8.5
93,28/04/2021,22.2,52,410,337,1014,85,1014,24.8,6.4,1.4,12.5
85,29/04/2021,18.6,52,410,338,1015,80,1015,22.4,9.2,1.6,8
55,30/04/2021,20.9,52,410,338,1012,80,1012,24.9,6.4,1.4,0
85,01/05/2021,23.2,52,411,338,1011,86,1012,25.8,7.2,1.6,3
73,02/05/2021,24.8,52,411,339,1010,86,1010,27.5,10,2,5.5
60,03/05/2021,25.2,52,412,339,1008,83,1008,28.4,12.4,2.4,5
39,04/05/2021,24.8,52,412,340,1007,80,1007,28.8,10,2.5,0
66,05/05/2021,23.8,52,412,340,1011,89,1011,25.8,8.4,2.3,14
43,06/05/2021,23.4,52,413,340,1013,82,1013,27,8.4,1.8,0
62,07/05/2021,24.4,52,413,341,1011,82,1012,28,10.4,2,0
67,08/05/2021,25.1,53,413,341,1008,85,1009,27.9,9.2,1.8,0
54,09/05/2021,25.6,53,413,341,1007,85,1007,28.6,8.4,2,0
27,10/05/2021,26.5,53,414,341,1005,84,1005,29.5,10.8,2.2,0
52,11/05/2021,26.1,53,414,342,1004,83,1004,29.5,10.4,2.4,0
26,12/05/2021,26.3,53,414,342,1004,84,1004,29.3,10.4,2.1,0
75,13/05/2021,25.9,53,414,342,1005,87,1005,28.4,10.8,2.1,0
50,14/05/2021,25.6,53,415,342,1005,85,1005,28.5,13.2,2.1,0
58,15/05/2021,26.5,53,415,343,1005,84,1005,29.5,12.4,2,0
45,16/05/2021,26.4,53,415,343,1005,83,1005,29.7,11.2,2.6,0
67,17/05/2021,26.6,53,415,343,1006,87,1007,29.2,12,2.4,0
52,18/05/2021,26.5,53,415,343,1006,84,1006,29.5,11.2,2.2,0
57,19/05/2021,26.5,53,416,343,1003,82,1004,30,12.4,2.6,0
54,20/05/2021,26.4,53,416,344,1003,81,1004,30.1,12.4,2.1,0.5
37,21/05/2021,26.7,53,416,344,1003,81,1003,30.4,11.6,2.4,0
34,22/05/2021,27,53,416,344,1002,81,1002,30.7,12,2.6,0
35,23/05/2021,26.9,53,416,344,1004,81,1004,30.7,11.2,2.1,0.5
77,24/05/2021,25.1,53,416,344,1008,83,1008,28.3,8.8,1.5,14
76,25/05/2021,23.8,53,417,344,1008,91,1008,25.4,9.6,1.8,14.5
53,26/05/2021,25.6,53,417,344,1007,85,1007,28.5,9.6,1.4,2
43,27/05/2021,26,53,417,344,1007,82,1008,29.7,10.8,1.9,1
38,28/05/2021,26.3,53,417,344,1007,82,1008,29.8,8.4,1.3,2.5
33,29/05/2021,26.9,53,417,344,1005,80,1005,31,10.4,2.1,0
20,30/05/2021,25.8,53,417,345,1002,69,1003,32.5,8.8,2.6,0
20,31/05/2021,25.5,53,417,345,1001,65,1001,33.4,8.8,2.7,0
31,01/06/2021,26.1,53,417,345,1001,66,1001,34,10.4,2.4,0
27,02/06/2021,27.2,53,417,345,1002,73,1002,33,10.4,2.6,0
18,03/06/2021,26.3,53,417,345,1002,67,1002,33.8,9.2,2.6,0.5
71,04/06/2021,22.5,53,417,345,1005,70,1006,28.6,13.6,2.9,3.5
79,05/06/2021,23,53,418,345,1005,74,1006,28.3,5.6,1.5,0
64,06/06/2021,25.8,53,418,345,1003,82,1004,29.3,8.4,1.5,15
59,07/06/2021,25.7,53,418,345,1004,84,1004,28.7,6.4,1.5,8.5
87,08/06/2021,25.7,53,418,345,1005,91,1005,27.3,6.8,1.4,19.5
80,09/06/2021,25.9,53,418,345,1004,87,1004,28.3,7.6,1.1,9
54,10/06/2021,26.4,53,418,345,1002,86,1003,28.9,6,1.6,20
64,11/06/2021,25.7,53,418,345,1003,81,1003,29.4,8,1.9,11.5
72,12/06/2021,26,53,418,345,1001,89,1002,28,12.8,2.7,30.5
63,13/06/2021,25.3,53,418,345,1001,85,1001,28.3,14,3.8,4
52,14/06/2021,25.2,53,418,345,1001,75,1002,30.4,11.6,2.4,0
41,15/06/2021,24.2,53,418,345,1000,67,1000,31.2,10.8,2.6,0
43,16/06/2021,25.1,53,418,345,1001,67,1002,32.4,9.2,2.1,0
23,17/06/2021,25.5,53,418,345,1003,67,1003,32.7,8.8,2.6,0
21,18/06/2021,25.5,53,418,345,1003,66,1004,33,10,2.1,0
18,19/06/2021,25,53,418,345,1001,61,1001,33.9,10.4,2.1,0
31,20/06/2021,24.3,53,418,345,999,57,999,34.5,10,2.1,0
51,21/06/2021,24.6,53,418,345,999,58,1000,34.3,8.8,1.5,0
34,22/06/2021,27.5,53,418,345,1002,73,1002,33.2,8.8,1.4,4
61,23/06/2021,25.6,53,417,345,1003,81,1004,29.2,6.4,2.2,10.5
78,24/06/2021,26.5,53,417,344,1002,82,1003,29.9,7.2,1.6,0.5
72,25/06/2021,24.9,53,417,344,1002,79,1003,29,8,1.4,0
40,26/06/2021,25.2,53,417,344,1003,76,1004,30.1,10.4,1.9,0
41,27/06/2021,24.1,53,417,344,1002,61,1003,32.9,12,2.6,0
74,28/06/2021,24.1,53,417,344,1000,59,1000,33.4,11.2,2.5,0
76,29/06/2021,24.7,53,417,344,1000,68,1000,31.7,10.4,2.4,0
62,30/06/2021,25.2,53,417,344,1000,69,1001,31.9,11.2,2.3,0
39,01/07/2021,25.1,53,417,344,1001,67,1001,32.3,12.4,2.9,0
66,02/07/2021,24.7,53,417,344,1002,64,1002,32.7,11.2,2.2,0.5
45,03/07/2021,24.9,53,417,344,1002,63,1002,33.3,9.2,2.1,2
31,04/07/2021,25.9,53,417,344,1002,69,1003,32.8,9.2,2,0.5
50,05/07/2021,26.5,53,416,344,1004,79,1005,30.8,10,1.8,4.5
67,06/07/2021,26.2,53,416,344,1003,75,1004,31.5,9.6,1.9,2.5
73,07/07/2021,26.3,53,416,343,1004,86,1004,28.9,9.6,1.3,39
64,08/07/2021,25.3,53,416,343,1006,91,1006,27.1,12.8,1.4,18.5
38,09/07/2021,25.5,53,416,343,1008,81,1008,29.2,10.4,2,10
42,10/07/2021,25.2,53,416,343,1008,79,1009,29.5,8.8,1.7,1.5
44,11/07/2021,25.1,53,416,343,1009,76,1010,30,8.8,1.8,0
35,12/07/2021,25.4,53,415,343,1008,75,1009,30.5,11.2,2.2,0
29,13/07/2021,25.8,53,415,343,1006,77,1007,30.5,11.2,2.4,0
33,14/07/2021,25.8,53,415,343,1006,75,1006,30.8,11.2,2,0
43,15/07/2021,25.5,53,415,342,1007,74,1007,30.7,10.8,1.6,0
20,16/07/2021,25.4,53,415,342,1007,73,1008,31.1,9.2,1.6,0
21,17/07/2021,25.8,53,415,342,1004,75,1004,30.9,8.8,1.8,0
72,18/07/2021,26,53,414,342,1001,85,1002,28.9,6.8,1.8,11
51,19/07/2021,25.4,53,414,342,1001,79,1002,29.7,6.8,1.4,19
55,20/07/2021,26.3,53,414,342,1002,83,1002,29.6,6,1.2,12
73,21/07/2021,25.1,53,414,341,1001,81,1001,28.9,6,1.7,24
90,22/07/2021,26.4,52,414,341,999,89,1000,28.5,7.2,1,18.5
81,23/07/2021,25.8,52,413,341,998,96,998,26.5,10,1.6,120.5
59,24/07/2021,26.4,52,413,341,998,86,998,29,13.6,1.9,3.5
64,25/07/2021,26.6,52,413,340,999,87,1000,29.2,7.2,1.6,18
77,26/07/2021,26.2,52,413,340,999,81,999,30.1,6,1.1,15.5
51,27/07/2021,26.4,52,412,340,997,77,998,31.3,8,1.6,3.5
62,28/07/2021,27,52,412,340,997,80,997,31.1,6.8,1.6,0
56,29/07/2021,26.7,52,412,339,999,86,999,29.5,6.4,1.4,4
47,30/07/2021,26.4,52,411,339,1000,81,1000,30.1,7.2,1.4,3
44,31/07/2021,26.7,52,411,339,998,76,998,31.7,8,1.4,0
69,01/08/2021,25.5,52,411,339,999,88,999,27.7,10,1.6,15
43,02/08/2021,25.6,52,410,338,998,80,998,29.7,7.6,1.5,6
23,03/08/2021,26.7,52,410,338,999,77,999,31.5,7.6,2,13
40,04/08/2021,27.3,52,410,338,999,75,1000,32.3,6.4,1.8,0
52,05/08/2021,26.8,52,409,337,998,72,998,32.8,6.8,1.6,0
41,06/08/2021,25.7,52,409,337,999,66,999,33.2,6.8,1.5,0
32,07/08/2021,25.1,52,409,336,1000,61,1000,33.8,6.8,1.3,0
61,08/08/2021,26.8,52,408,336,1001,73,1001,32.3,6.8,1.1,0.5
76,09/08/2021,27.9,52,408,336,1001,85,1001,30.7,5.6,1,8
90,10/08/2021,25.6,52,407,335,1002,91,1002,27.2,7.2,1.1,17.5
79,11/08/2021,26.2,52,407,335,1004,85,1004,29.2,8.4,1.6,11.5
74,12/08/2021,25.7,52,407,334,1006,84,1006,28.8,8,1.1,0
71,13/08/2021,25.9,52,406,334,1002,79,1002,30,11.2,1.6,0
86,14/08/2021,25.2,52,406,333,1001,74,1001,30.3,9.6,1.7,0
87,15/08/2021,26,51,405,333,1005,82,1005,29.6,11.2,1.2,2
67,16/08/2021,25.7,51,405,332,1008,77,1009,30.3,8.8,1.5,0
40,17/08/2021,25.9,51,404,332,1008,76,1008,30.9,7.2,1.6,2
35,18/08/2021,25.3,51,404,331,1006,78,1006,29.7,6.4,1.7,0.5
42,19/08/2021,24.7,51,403,331,1006,75,1006,29.7,8.4,1.8,23.5
51,20/08/2021,26.4,51,402,330,1007,80,1008,30.2,7.6,2,3.5
21,21/08/2021,26.8,51,402,329,1007,79,1007,31,8.4,2.4,0.5
30,22/08/2021,27.4,51,401,329,1004,79,1004,31.7,10.4,1.8,0
54,23/08/2021,27.3,51,401,328,1003,77,1003,31.9,10.8,2,1
42,24/08/2021,26.5,51,400,327,1003,77,1004,31.2,8.8,1.5,2.5
25,25/08/2021,26.3,51,399,327,1005,76,1005,31.2,8.8,2.2,5
57,26/08/2021,25.9,51,398,326,1008,84,1008,29,8.4,1.3,13.5
64,27/08/2021,25.7,51,398,325,1009,86,1009,28.3,6.4,1.4,5
65,28/08/2021,24.8,51,397,325,1009,85,1009,27.7,6.4,1.2,9.5
39,29/08/2021,24.6,50,396,324,1009,82,1009,28.1,8,1,3.5
49,30/08/2021,25.4,50,395,323,1009,84,1010,28.5,5.6,1.4,5
34,31/08/2021,25.8,50,395,322,1009,85,1010,28.6,6.4,1.1,11.5
40,01/09/2021,25.6,50,394,321,1008,80,1008,29.7,5.6,1.3,7
48,02/09/2021,25.8,50,393,321,1007,87,1007,28.2,6.4,1,7
47,03/09/2021,25.5,50,392,320,1005,83,1005,28.9,6,1.3,3.5
52,04/09/2021,26.2,50,391,319,1005,83,1005,29.6,6.8,1.9,5
62,05/09/2021,25.5,50,390,318,1008,89,1008,27.5,6.4,1.1,15.5
50,06/09/2021,25.2,50,389,317,1010,82,1010,28.9,6,1.1,11.5
46,07/09/2021,25.4,49,389,316,1009,87,1009,27.8,8.8,1.5,17.5
77,08/09/2021,24.5,49,388,315,1008,93,1008,25.7,10.4,2.1,16.5
53,09/09/2021,25,49,387,314,1009,89,1009,27.2,7.6,1.5,28
30,10/09/2021,25,49,386,314,1008,79,1008,29.3,8.4,1.6,0
25,11/09/2021,25,49,386,313,1005,75,1005,29.9,6.8,1.4,1
29,12/09/2021,25.8,49,386,312,1002,75,1002,31.1,5.6,1.3,1
53,13/09/2021,26.3,49,385,311,1005,83,1005,29.6,8,1.6,27
61,14/09/2021,25,49,385,310,1009,93,1009,26.3,7.6,1.4,12
65,15/09/2021,25.1,49,384,309,1011,93,1011,26.4,7.2,1.4,12.5
76,16/09/2021,25.5,49,384,308,1010,89,1010,27.6,7.2,1.1,8
67,17/09/2021,25.3,48,383,307,1008,89,1009,27.3,7.2,1.5,7
33,18/09/2021,25.1,48,383,306,1009,82,1009,28.8,8.4,1.9,0.5
19,19/09/2021,24.7,48,382,305,1009,76,1009,29.7,7.6,1.5,0
54,20/09/2021,24.9,48,382,303,1009,85,1010,27.7,6.4,1.7,3
70,21/09/2021,24.4,48,381,302,1009,82,1009,28,6,1.4,4
65,22/09/2021,25.2,48,381,301,1009,89,1009,27.2,6.4,1.5,11.5
74,23/09/2021,25,48,380,300,1010,89,1011,27.2,7.2,1.5,18.5
79,24/09/2021,24.6,48,380,299,1010,95,1011,25.4,8,1.6,22.5
74,25/09/2021,24.5,48,379,298,1010,94,1010,25.5,8.8,1,24
58,26/09/2021,24.9,48,378,297,1011,91,1011,26.5,7.2,1.2,14.5
67,27/09/2021,24.4,48,378,295,1011,87,1011,26.9,6,1.1,5.5
32,28/09/2021,24.8,48,377,294,1009,81,1010,28.6,4.8,1,0
35,29/09/2021,25.1,47,377,293,1008,82,1008,28.8,5.6,1.1,0
32,30/09/2021,25.5,47,376,292,1008,81,1008,29.4,6.8,1.5,0
40,01/10/2021,25.2,47,375,290,1009,79,1010,29.5,7.2,1.6,0
48,02/10/2021,25.4,47,375,289,1010,81,1011,29.2,7.6,2.1,1
42,03/10/2021,24.4,47,374,288,1011,77,1011,29.2,7.6,2,0
63,04/10/2021,24.3,47,373,287,1011,86,1011,27,7.6,1.5,1
73,05/10/2021,25.3,47,372,285,1010,92,1011,26.6,10,1.1,9
68,06/10/2021,24.9,47,372,284,1007,91,1008,26.6,8.4,1.4,0.5
63,07/10/2021,24.5,47,371,283,1004,79,1004,29,11.2,1.4,0.5
42,08/10/2021,22.4,46,370,281,1003,66,1003,29.8,12.4,2.5,0
76,09/10/2021,22.7,46,369,280,1003,84,1003,25.8,12.8,2,30.5
79,10/10/2021,23.1,46,368,278,1001,96,1002,23.8,14.4,2.6,75.5
80,11/10/2021,23.3,46,368,277,1006,96,1007,24.1,13.2,2.7,108.5
69,12/10/2021,18.3,46,367,276,1008,68,1008,24.7,13.6,2.2,0
85,13/10/2021,19.1,46,366,274,1004,79,1004,23.2,19.6,2.8,15
83,14/10/2021,20.2,46,365,273,1004,90,1004,21.9,19.2,2.5,32.5
80,15/10/2021,20.3,46,364,271,1010,96,1010,21,10.4,2,17.5
91,16/10/2021,19.1,46,363,270,1015,90,1015,20.8,12.4,3.5,9
86,17/10/2021,16.4,45,362,269,1018,78,1018,20.5,14,3.5,0
82,18/10/2021,17.5,45,361,267,1018,92,1018,18.9,12.4,2.1,11
94,19/10/2021,20.3,45,360,266,1017,96,1017,21.1,8.8,1.2,4.5
55,20/10/2021,23.3,45,359,264,1014,86,1014,26.1,9.2,1.2,0
66,21/10/2021,21.1,45,358,263,1014,87,1015,23.4,12,1.4,7
95,22/10/2021,13.8,45,357,262,1020,67,1020,20.1,10.4,1.7,0
57,23/10/2021,14,45,356,260,1021,67,1021,20.5,8.8,1.6,0
42,24/10/2021,15.8,44,356,259,1019,71,1020,21.5,9.2,1.4,0
40,25/10/2021,17.6,44,355,257,1017,76,1017,22.4,6.8,1.3,0
56,26/10/2021,18.2,44,354,256,1015,75,1015,23.4,6.8,1,0
65,27/10/2021,19.2,44,353,255,1016,72,1016,24.8,7.2,1.6,0
81,28/10/2021,20.3,44,352,253,1016,92,1017,21.8,8.4,1.4,5.5
87,29/10/2021,21,44,351,252,1017,96,1017,21.6,10.4,1.6,15
83,30/10/2021,20,44,350,250,1017,96,1018,20.7,10,1.6,12
88,31/10/2021,19.5,43,349,249,1017,95,1017,20.3,8.4,1.2,4.5
98,01/11/2021,20.5,43,348,248,1017,94,1017,21.5,6.8,1.9,3
93,02/11/2021,21,43,347,246,1016,94,1017,22,7.2,1.6,1
83,03/11/2021,21.6,43,347,245,1015,88,1015,23.9,6.4,1.2,0
59,04/11/2021,22.2,43,346,244,1012,83,1013,25.5,7.6,1.2,0
51,05/11/2021,23.2,43,345,242,1010,84,1010,26.3,9.6,2.1,0
32,06/11/2021,23.6,43,344,241,1008,84,1008,26.7,10.4,2.2,0
49,07/11/2021,23.9,42,344,240,1011,85,1011,26.8,11.6,1.1,12.5
88,08/11/2021,14.6,42,343,238,1019,74,1019,19.6,13.6,2.9,0
27,09/11/2021,9.7,42,342,237,1020,56,1020,19,8,1.8,0
35,10/11/2021,10.3,42,342,236,1019,55,1019,20.1,8.8,1.7,0
84,11/11/2021,14.8,42,341,235,1017,69,1017,21.1,5.6,1.4,0
86,12/11/2021,15.8,42,340,234,1018,69,1019,21.9,8,1.6,0
54,13/11/2021,13.1,42,339,232,1018,61,1019,21.2,9.2,2.1,0
55,14/11/2021,15.6,42,339,231,1017,71,1018,21.2,6,1.7,0
75,15/11/2021,17.8,42,338,230,1015,79,1015,21.7,7.6,1.1,0
93,16/11/2021,19.1,42,338,229,1015,87,1015,21.3,8.4,1.3,2
91,17/11/2021,19.3,41,337,228,1016,87,1017,21.5,10.4,2.2,0.5
86,18/11/2021,14.6,41,336,227,1015,72,1015,19.8,8,2.3,0
83,19/11/2021,18.1,41,336,226,1010,83,1010,21.2,8,1.2,0
64,20/11/2021,21.7,41,335,225,1009,83,1009,24.9,11.2,1.9,1
55,21/11/2021,23,41,335,224,1011,84,1012,26.1,9.2,2,1
93,22/11/2021,16.5,41,334,223,1017,78,1017,20.6,13.2,2.6,3
97,23/11/2021,10.4,41,334,222,1021,62,1021,18,9.6,1.9,0
88,24/11/2021,10.5,41,333,221,1021,59,1021,18.8,8,2.1,0
74,25/11/2021,13.1,41,333,220,1019,71,1019,18.7,6.8,2.2,0
47,26/11/2021,15.1,41,332,219,1019,74,1019,20.1,7.2,1.2,0
66,27/11/2021,14.3,41,332,218,1019,66,1020,21.5,7.6,1.3,0
58,28/11/2021,14.7,41,331,217,1019,70,1019,20.7,6.4,1.6,0
57,29/11/2021,15.5,41,331,217,1018,68,1018,22.1,6,1.1,0
36,30/11/2021,14.3,41,331,216,1020,65,1020,21.6,11.2,2.1,0
21,01/12/2021,10.8,40,330,215,1021,60,1022,19.3,8.8,1.6,0
38,02/12/2021,9.2,40,330,214,1022,63,1022,17.3,7.6,1.5,0
15,03/12/2021,10.3,40,330,214,1022,67,1022,17.2,6.8,1.7,0
32,04/12/2021,10.9,40,330,213,1021,68,1022,17.7,6.4,1.6,0
3,05/12/2021,10.8,40,329,213,1021,65,1021,18.2,7.6,1.7,0
19,06/12/2021,11.1,40,329,212,1020,67,1021,18.1,6.8,2,0
5,07/12/2021,10.7,40,329,211,1020,66,1020,18,7.2,1.9,0
80,08/12/2021,13.5,40,329,211,1021,71,1021,19.2,6.4,2.2,0
98,09/12/2021,16.2,40,329,211,1021,78,1022,20.3,6.8,1.8,0
74,10/12/2021,17.1,40,328,210,1019,81,1020,20.7,7.2,1.7,0
